Material,Material Description,Work center,Standard Value,AREA
230F03787600,TAIL LIGHT LH VW416 FACELIFT T2 ECE,MX_ASM17,315,ASSEMBLY
230S03786025,SUBASSY WELDED  - T2 RH VW416 FL,MX_ASM17,135,ASSEMBLY
230S03787025,SUBASSY WELDED  - T2 LH SAE VW416 FL,MX_ASM17,135,ASSEMBLY
230S03787625,SUBASSY WELDED  - T2 LH ECE VW416 FL,MX_ASM17,135,ASSEMBLY
230S03790025,SUBASSY WELDED  - T2 RH VW416 COUPE,MX_ASM17,135,ASSEMBLY
230S03791025,SUBASSY WELDED  - T2 LH VW416 COUPE,MX_ASM17,135,ASSEMBLY
230F11368000,68110374AA REAR REFLEX RH UF SEDAN,MX_ASM18,64,ASSEMBLY
230F11369000,68110373AA  REAR REFLEX LH UF SEDAN,MX_ASM18,64,ASSEMBLY
230F11379000,33555-T7S-A010-M1- REAR REFLEX LH H SCUV,MX_ASM18,51,ASSEMBLY
230F11380000,33505-T7S-A010-M1- REAR REFLEX RH H SCUV,MX_ASM18,51,ASSEMBLY
230F11379001,33555-T7S-A01 REAR R LH HONDA SCUV REFAC,MX_ASM18,51,ASSEMBLY
230F11380001,33505-T7S-A01 REAR R RH HONDA SCUV REFAC,MX_ASM18,51,ASSEMBLY
23F03837000D,80A 945 069D REAR LAMP LH AU426PA Q5 ECE,MX_ASM19,191.43,ASSEMBLY
23F03837500E,80A 945 069E REAR LAMP LH AU426PA Q5 SAE,MX_ASM19,196.43,ASSEMBLY
23F03838000D,80A 945 070D REAR LAMP RH AU426PA Q5 ECE,MX_ASM19,191.43,ASSEMBLY
23F03838500E,80A 945 070E REAR LAMP RH AU426PA Q5 SAE,MX_ASM19,196.43,ASSEMBLY
230F03837000,[Obsoleto] 80A 945 069B RLAMP LH Q5 ECE,MX_ASM19,240,ASSEMBLY
230F03837500,[Obsoleto] 80A 945 069C RLAMP LH Q5 SAE,MX_ASM19,240,ASSEMBLY
230F03838000,[Obsoleto] 80A 945 070B RLAMP RH Q5 ECE,MX_ASM19,240,ASSEMBLY
230F03838500,[Obsoleto] 80A 945 070C RLAMP RH Q5 SAE,MX_ASM19,240,ASSEMBLY
230S03837025,[Obsoleto] SUBASSY WELDED  -  LH ECE Q5,MX_ASM19,120,ASSEMBLY
230S03837525,[Obsoleto] SUBASSY WELDED  -  LH SAE Q5,MX_ASM19,120,ASSEMBLY
230S03838025,[Obsoleto] SUBASSY WELDED  -  RH ECE Q5,MX_ASM19,120,ASSEMBLY
230S03838525,[Obsoleto] SUBASSY WELDED  -  RH SAE Q5,MX_ASM19,120,ASSEMBLY
23S03837025D,SUBASSY WELDED  - BUMPER LH ECE Q5 AUDI,MX_ASM19,102.858,ASSEMBLY
23S03837525E,SUBASSY WELDED  - BUMPER LH SAE Q5 AUDI,MX_ASM19,102.858,ASSEMBLY
23S03838025D,SUBASSY WELDED  - BUMPER RH ECE Q5 AUDI,MX_ASM19,102.858,ASSEMBLY
23S03838525E,SUBASSY WELDED  - BUMPER RH SAE Q5 AUDI,MX_ASM19,102.858,ASSEMBLY
230F03907900,11K 945 075 SET RCL VW316,MX_ASM20,0,ASSEMBLY
230F03906000,11K 945 096 RearDecklid Lamp RH T1 VW316,MX_ASM20,422.5,ASSEMBLY
230F03907000,11K 945 095 RearDecklid Lamp LH T1 VW316,MX_ASM20,422.5,ASSEMBLY
23F03908000A,11K 945 093A APPLIQUE LAMP 316 NO LOGO,MX_ASM20,845,ASSEMBLY
23F03908500A,11K 945 094A APPLIQUE LAMP 316 LIT LOGO,MX_ASM20,845,ASSEMBLY
230F03908000,[OBSOLETO] 11K 945 093 RLAMP T2 316 NO L,MX_ASM20,"1,120.00",ASSEMBLY
230F03908500,[OBSOLETO] 11K 945 094 RLAMP T2 316 LOGO,MX_ASM20,"1,120.00",ASSEMBLY
230S03906025,SA WELDED  - T1 RH VW316,MX_ASM20,260,ASSEMBLY
230S03907025,SA WELDED  - T1 LH VW316,MX_ASM20,260,ASSEMBLY
230S03908025,SA WELDED  - T2 NO-LOGO VW316,MX_ASM20,520,ASSEMBLY
230S03908425,SA LOGO VW316,MX_ASM20,65,ASSEMBLY
230S03908525,SA WELDED  - T2 LIT-LOGO VW316,MX_ASM20,520,ASSEMBLY
230S03908527,SA WELDED + LOGO  - T2 LIT-LOGO VW316,MX_ASM20,585,ASSEMBLY
233CM945307D,APP COUPE UNLIT EMBLEM 416 PA1,MX_ASM21,"1,200.00",ASSEMBLY
233CM945307G,3CM.945.307G APP COUPE LIT EMBLEM 416PA1,MX_ASM21,"1,200.00",ASSEMBLY
233CM945307H,3CM.945.307H APP COUPE R/LINE LIT 416PA1,MX_ASM21,"1,200.00",ASSEMBLY
233CN945093L,APP SUV ECE UNLIT EMBLEM 416 PA2,MX_ASM21,"1,200.00",ASSEMBLY
233CN945093N,APP SUV SAE UNLIT EMBLEM 416 PA2,MX_ASM21,"1,200.00",ASSEMBLY
233CN945093Q,APP SUV ECE R/LINE -UNLIT- 416 PA2,MX_ASM21,"1,200.00",ASSEMBLY
233CN945093R,3CN.945.093R APP SUV SAE LIT EMBLEM 416P,MX_ASM21,"1,200.00",ASSEMBLY
233CN945093S,3CN.945.093S APP SUV SAE R/LINE -LIT-PA2,MX_ASM21,"1,200.00",ASSEMBLY
233CM945307E,[Obsoleto] APP COUPE LIT EMBLEM 416 PA1,MX_ASM21,880,ASSEMBLY
233CM945307F,[Obsoleto] APP COUPE R/LINE LIT- 416 PA1,MX_ASM21,880,ASSEMBLY
233CN945093M,[Obsoleto] APP SUVSAE LIT EMBLEM 416 PA2,MX_ASM21,880,ASSEMBLY
233CN945093P,[Obsoleto] APPSUV SAE R/LINE LIT 416 PA2,MX_ASM21,880,ASSEMBLY
23S200405ABB,SA BEZEL COUPE +INNER LENS - BLACK VER,MX_ASM21,80,ASSEMBLY
23S200405ABM,SA BEZEL COUPE +INNER LENS - MTLZ VER,MX_ASM21,80,ASSEMBLY
23S200405ACB,SA BEZEL COUPE +INNER LENS - BLACK VER,MX_ASM21,80,ASSEMBLY
23S200407ABB,SA BEZEL SUV +INNER LENS - BLACK VER,MX_ASM21,80,ASSEMBLY
23S200407ABM,SA BEZEL SUV +INNER LENS - MTLZ VER,MX_ASM21,80,ASSEMBLY
23S200407ACB,SA BEZEL SUV +INNER LENS - BLACK VER,MX_ASM21,80,ASSEMBLY
23S250405ACM,SA BEZEL COUPE +INNER LENS - MTLZ VER,MX_ASM21,80,ASSEMBLY
23S250407ACM,SA BEZEL SUV +INNER LENS - MTLZ VER,MX_ASM21,80,ASSEMBLY
23S400791ABL,SA OUTER LENS COUPE LIT,MX_ASM21,120,ASSEMBLY
23S400791ABU,SA OUTER LENS COUPE UNLIT,MX_ASM21,120,ASSEMBLY
23S400793ABL,SA OUTER LENS SUV LIT,MX_ASM21,120,ASSEMBLY
23S400793ABU,SA OUTER LENS SUV UNLIT,MX_ASM21,120,ASSEMBLY
23SM945307DU,SA Welded COUPE UNLIT EMBLEM 416 PA1,MX_ASM21,840,ASSEMBLY
23SM945307EL,SA Welded COUPE LIT EMBLEM 416 PA1,MX_ASM21,640,ASSEMBLY
23SM945307FR,SA Welded COUPE R/LINE -LIT- 416 PA1,MX_ASM21,640,ASSEMBLY
23SM945307GL,SA Welded COUPE LIT EMBLEM 416 PA1,MX_ASM21,840,ASSEMBLY
23SM945307HR,SA Welded COUPE R/LINE -LIT- 416 PA1,MX_ASM21,840,ASSEMBLY
23SN945093LU,SA Welded SUV ECE UNLIT EMBLEM 416 PA2,MX_ASM21,840,ASSEMBLY
23SN945093ML,SA Welded SUV SAE LIT EMBLEM 416 PA2,MX_ASM21,640,ASSEMBLY
23SN945093NU,SA Welded SUV SAE UNLIT EMBLEM 416 PA2,MX_ASM21,840,ASSEMBLY
23SN945093PR,SA Welded SUV SAE R/LINE -LIT- 416 PA2,MX_ASM21,640,ASSEMBLY
23SN945093QR,SA Welded SUV ECE R/LINE -UNLIT- 416 PA2,MX_ASM21,840,ASSEMBLY
23SN945093RL,SA Welded SUV SAE LIT EMBLEM 416 PA2,MX_ASM21,840,ASSEMBLY
23SN945093SR,SA Welded SUV SAE R/LINE -LIT- 416 PA2,MX_ASM21,840,ASSEMBLY
2368592552AA,68592552AA TAIL LAMP RH DJ PREMIUM,MX_ASM22,260,ASSEMBLY
2368592553AA,68592553AA TAIL LAMP LH DJ PREMIUM,MX_ASM22,260,ASSEMBLY
2368592554AA,68592554AA TAIL LAMP RH DJ BASE,MX_ASM22,260,ASSEMBLY
2368592555AA,68592555AA TAIL LAMP LH DJ BASE,MX_ASM22,260,ASSEMBLY
23RCM945307D,3CM.945.307D T2 COUPE UNLIT 416PA1 REF,MX_ASMRF,240,ASSEMBLY
23RCM945307G,3CM.945.307G T2 COUPE LIT EMB 416PA1 REF,MX_ASMRF,240,ASSEMBLY
23RCM945307H,3CM.945.307H T2 COUPE R/L LIT 416PA1 REF,MX_ASMRF,240,ASSEMBLY
23RCN945093L,3CN.945.093L T2 SUV ECE UNLIT 416PA2 REF,MX_ASMRF,240,ASSEMBLY
23RCN945093N,3CN.945.093N T2 SUV SAE UNLIT 416PA2 REF,MX_ASMRF,240,ASSEMBLY
23RCN945093Q,3CN.945.093Q T2 SUV ECE R/L UNLIT 416PA2,MX_ASMRF,240,ASSEMBLY
23RCN945093R,3CN.945.093R T2 SUV SAE LIT 416PA REF,MX_ASMRF,240,ASSEMBLY
23RCN945093S,3CN.945.093S T2 SUV SAE R/L LIT 4PA2 REF,MX_ASMRF,240,ASSEMBLY
23RDV45RXFAC,7DV45RXFAC ADAPTOR 2/CAM H1 - 118 Gentex,MX_ASMRF,240,ASSEMBLY
23RDV45RXFAD,7DV45RXFAD ADAPTOR 2/CAM H1 - 118 Gentex,MX_ASMRF,240,ASSEMBLY
23RDV46RXFAC,7DV46RXFAC ADAPTOR 1/CAM H2 - 136 Base,MX_ASMRF,240,ASSEMBLY
23RDV46RXFAD,7DV46RXFAD ADAPTOR 1/CAM H2 - 136 Base,MX_ASMRF,240,ASSEMBLY
23RDX24RXFAB,7DX24RXFAB ADAPTOR 2 CAM - Camera 360,MX_ASMRF,240,ASSEMBLY
23RDX24RXFAC,7DX24RXFAC ADAPTOR 2 CAM - Camera360 REF,MX_ASMRF,240,ASSEMBLY
23RDX39RXFAB,7DX39RXFAB ADAPTOR 1 CAM - Camera 360,MX_ASMRF,240,ASSEMBLY
23RDX39RXFAC,7DX39RXFAC ADAPTOR 1 CAM - Camera360 REF,MX_ASMRF,240,ASSEMBLY
23REG24RXFAC,7EG24RXFAC ADAPTOR 2/CAM H2 - 136 Gentex,MX_ASMRF,240,ASSEMBLY
23REG24RXFAD,7EG24RXFAD ADAPTOR 2/CAM H2 - 136 Gentex,MX_ASMRF,240,ASSEMBLY
23REG32RXFAC,7EG32RXFAC ADAPTOR 1/CAM H2 - 159 Base,MX_ASMRF,240,ASSEMBLY
23REG32RXFAD,7EG32RXFAD ADAPTOR 1/CAM H2 - 159 Base,MX_ASMRF,240,ASSEMBLY
23REG33RXFAC,7EG33RXFAC ADAPTOR 1/CAM H1 - 118 Base,MX_ASMRF,240,ASSEMBLY
23REG33RXFAD,7EG33RXFAD ADAPTOR 1/CAM H1 - 118 Base,MX_ASMRF,240,ASSEMBLY
23REH47RXFAC,7EH47RXFAC ADAPTOR 2/CAM H2 - 159 Gentex,MX_ASMRF,240,ASSEMBLY
23REH47RXFAD,7EH47RXFAD ADAPTOR 2/CAM H2 - 159 Gente,MX_ASMRF,240,ASSEMBLY
23RKM71RXFAB,7KM71RXFAB ADAPTOR 1/CAM H3,MX_ASMRF,240,ASSEMBLY
23RKM71RXFAC,7KM71RXFAC ADAPTOR 1/CAM H3,MX_ASMRF,240,ASSEMBLY
23RKP79RXFAB,7KP79RXFAB ADAPTOR 2/CAM H3,MX_ASMRF,240,ASSEMBLY
23RKP79RXFAC,7KP79RXFAC ADAPTOR 2/CAM H3,MX_ASMRF,240,ASSEMBLY
23F03784001E,3CN.945.096E RL RH 416 FL T1 R-LINE REF,MX_ASMRF,240,ASSEMBLY
23F03784001F,3CN.945.096F RL RH 416 FL T1 Painted REF,MX_ASMRF,240,ASSEMBLY
23F03784001G,3CN.945.096G RL RH 416 FLT1 R-L Pain REF,MX_ASMRF,240,ASSEMBLY
23F03784001H,3CN.945.096H RL RH 416 FL T1 Chromed REF,MX_ASMRF,240,ASSEMBLY
23F03784001J,3CN.945.096J RL RH 416 FL T1 Painted REF,MX_ASMRF,240,ASSEMBLY
23F03785001E,3CN.945.095E RL LH 416 FL T1 R-LINE REF,MX_ASMRF,240,ASSEMBLY
23F03785001F,3CN.945.095F RL LH 416 FL T1 Painted REF,MX_ASMRF,240,ASSEMBLY
23F03785001G,3CN.945.095G RL LH 416 FLT1 R-L Pain REF,MX_ASMRF,240,ASSEMBLY
23F03785001H,3CN.945.095H RL LH 416 FL T1 Chrome Bar,MX_ASMRF,240,ASSEMBLY
23F03785001J,3CN.945.095J RL LH 416 FL T1 Painted Bar,MX_ASMRF,240,ASSEMBLY
23F03788001B,3CM.945.208B RLAMP RH VW416 COUPE T1 REF,MX_ASMRF,240,ASSEMBLY
23F03788001C,3CM.945.208C RL RH 416 C T1 Painted REF,MX_ASMRF,240,ASSEMBLY
23F03788001D,3CM.945.208D RL RH 416 COUPE T1 R-L REF,MX_ASMRF,240,ASSEMBLY
23F03788001E,3CM.945.208E RL RH 416 C T1 R-L Pain REF,MX_ASMRF,240,ASSEMBLY
23F03789001B,3CM.945.207B RLAMP LH VW416 COUPE T1 REF,MX_ASMRF,240,ASSEMBLY
23F03789001C,3CM.945.207C RL LH 416 C T1 Painted REF,MX_ASMRF,240,ASSEMBLY
23F03789001D,3CM.945.207D RL LH 416 COUPE T1 R-LI REF,MX_ASMRF,240,ASSEMBLY
23F03789001E,3CM.945.207E RL LH 416 C T1 R-L Pain REF,MX_ASMRF,240,ASSEMBLY
23F03908001A,11K 945 093A RLAMP T2 316 NO LOGO REF,MX_ASMRF,396,ASSEMBLY
23F03908501A,11K 945 094A RLAMP T2 316 LIT LOGO REF,MX_ASMRF,396,ASSEMBLY
230F03660090,265525NA0A RIM RH RL NISSAN P71A T1,MX_ASMRF,15,ASSEMBLY
230F03661090,265575NA0A RIM LH RL NISSAN P71A T1,MX_ASMRF,15,ASSEMBLY
230F03660001,265505NS0A  RL RH P71A NISSAN T1 ECE REF,MX_ASMRF,240,ASSEMBLY
230F03661001,265555NS0A RL LH P71A NISSAN T1 ECE REF,MX_ASMRF,240,ASSEMBLY
230F03660301,26550 9CM0B RL RH T1 ECE CCC BLACK P71A,MX_ASMRF,240,ASSEMBLY
230F03661301,26555 9CM0B RL LH T1 ECE CCC BLACK P71A,MX_ASMRF,240,ASSEMBLY
230F03660501,265505NA0A RL RH P71A NISSAN T1 SAE REF,MX_ASMRF,240,ASSEMBLY
230F03661501,265555NA0A RL LH P71A NISSAN T1 SAE REF,MX_ASMRF,240,ASSEMBLY
230F03660601,265505NN0A RL RH NISSAN P71A T1 PRC REF,MX_ASMRF,240,ASSEMBLY
230F03661601,265555NN0A RL LH NISSAN P71A T1 PRC REF,MX_ASMRF,240,ASSEMBLY
230F03660701,26550 9CM0A RLAMP RH T1 SAE BLACK P71A,MX_ASMRF,240,ASSEMBLY
230F03661701,26555 9CM0A RLAMP LH T1 SAE BLACK P71A,MX_ASMRF,240,ASSEMBLY
230F03660091,265525NA0A RIM RH RL NISSAN P71A T1 REF,MX_ASMRF,15,ASSEMBLY
230F03661091,265575NA0A RIM LH RL NISSAN P71A T1 REF,MX_ASMRF,15,ASSEMBLY
230F03662001,265505NS1A RL RH P71A NISSAN T2 ECE REF,MX_ASMRF,240,ASSEMBLY
230F03663001,265555NS1A RL LH P71A NISSAN T2 ECE REF,MX_ASMRF,240,ASSEMBLY
230F03662301,26550 9CM1B RL RH T2 ECE CCC BLACK P71A,MX_ASMRF,240,ASSEMBLY
230F03663301,26555 9CM1B RL LH T2 ECE CCC BLACK P71A,MX_ASMRF,240,ASSEMBLY
230F03662501,265505NA1A RL RH P71A NISSAN T2 SAE REF,MX_ASMRF,240,ASSEMBLY
230F03663501,265555NA1A RL LH P71A NISSAN T2 SAE REF,MX_ASMRF,240,ASSEMBLY
230F03662601,265505NN1A RL RH NISSAN P71A T2 PRC REF,MX_ASMRF,240,ASSEMBLY
230F03663601,265555NN1A RL LH NISSAN P71A T2 PRC REF,MX_ASMRF,240,ASSEMBLY
230F03662701,26550 9CM1A RLAMP RH T2 SAE BLACK P71A,MX_ASMRF,240,ASSEMBLY
230F03663701,26555 9CM1A RLAMP LH T2 SAE BLACK P71A,MX_ASMRF,240,ASSEMBLY
230F03824001,26550 5VJ0A REAR LAMP N71A T1 RH ECE,MX_ASMRF,240,ASSEMBLY
230F03825001,265555VJ0A RL N71A T1 LH ECE REF,MX_ASMRF,240,ASSEMBLY
230F03824501,26550 5VG0A REAR LAMP N71A T1 RH  REF,MX_ASMRF,240,ASSEMBLY
230F03825005,26555 5VJ0A REAR LAMP N71A T1 LH ECE REF,MX_ASMRF,240,ASSEMBLY
230F03825501,26555 5VG0A REAR LAMP N71A T1 LH REF,MX_ASMRF,240,ASSEMBLY
230F03826501,26550 5VG1A REAR LAMP N71A T2 RH REF,MX_ASMRF,240,ASSEMBLY
230F03827501,26555 5VG1A REAR LAMP N71A T2 LH REF,MX_ASMRF,240,ASSEMBLY
230F03824092,26552 5VG0A RIM N71A T1 RH SAE,MX_ASMRF,15,ASSEMBLY
230F03825092,26557 5VG0A RIM N71A T1 LH SAE,MX_ASMRF,15,ASSEMBLY
230F03824095,26552 5VG0A RIM N71A T1 RH REF,MX_ASMRF,15,ASSEMBLY
230F03825095,26557 5VG0A RIM N71A T1 LH REF,MX_ASMRF,15,ASSEMBLY
230F03755081,561.945.311.C GRAYZONE COVER LH VW411 T1,MX_ASMRF,15,ASSEMBLY
230F03756081,561.945.312.C GRAYZONE COVER RH VW411 T1,MX_ASMRF,15,ASSEMBLY
230F03755001,561-945-095-R TAIL LIGHT LH VW411 T1 REF,MX_ASMRF,240,ASSEMBLY
230F03756001,561-945-096-R TAIL LIGHT RH VW411 T1,MX_ASMRF,240,ASSEMBLY
230F03757001,561-945-093-M TAIL LIGHT LH VW411 T2,MX_ASMRF,240,ASSEMBLY
230F03757501,561-945-093-N TAIL LIGHT LH VW411 T2 ECE,MX_ASMRF,240,ASSEMBLY
230F03758001,561-945-094-M TAIL LIGHT RH VW411 T2,MX_ASMRF,240,ASSEMBLY
230F03784001,3CN.945.096D REAR LAMP RH 416 FL T1 REF,MX_ASMRF,240,ASSEMBLY
230F03785001,3CN.945.095D REAR LAMP LH 416 FL T1 REF,MX_ASMRF,240,ASSEMBLY
230F03786001,3CN.945.094D REAR LAMP RH 416 FL T2 REF,MX_ASMRF,240,ASSEMBLY
230F03787001,3CN.945.093D RLAMP LH 416 FL T2 SAE REF,MX_ASMRF,240,ASSEMBLY
230F03787601,3CN.945.093E RLAMP LH 416 FL T2 ECE REF,MX_ASMRF,240,ASSEMBLY
230F03788001,3CM.945.208A RLAMP RH VW416 COUPE T1 REF,MX_ASMRF,240,ASSEMBLY
230F03789001,3CM.945.207A RLAMP LH VW416 COUPE T1 REF,MX_ASMRF,240,ASSEMBLY
230F03790001,3CM.945.308 RLAMP RH VW416 COUPE T2 REF,MX_ASMRF,240,ASSEMBLY
230F03791001,3CM.945.307 RLAMP LH VW416 COUPE T2 REF,MX_ASMRF,240,ASSEMBLY
230F03545701,CONJ ADAP VERNAF C/CAM 6RZ03RXFAB REF H1,MX_ASMRF,240,ASSEMBLY
230F03545801,CONJ ADAP VERNAF C/CAM 6RZ04RXFAB REF H2,MX_ASMRF,240,ASSEMBLY
230F03545901,7AA00RXFAA - VF PR BACKUP CAMERA LOW H1,MX_ASMRF,240,ASSEMBLY
230F03545951,7AA01RXFAA - VF PR BACKUP CAMERA HIGH H2,MX_ASMRF,240,ASSEMBLY
230F03906001,11K 945 096 RLamp RH T1 VW316 REFACCION,MX_ASMRF,297,ASSEMBLY
230F03907001,11K 945 095 RLamp LH T1 VW316 REFACCION,MX_ASMRF,297,ASSEMBLY
230F11379031,TUERCA J CLIP REFACCION,MX_ASMRF,15,ASSEMBLY
230F69070590,33302-TBA-A01 LAMP.T.V. T10 12V 3W REFAC,MX_ASMRF,15,ASSEMBLY
2380A945221A,Bulbholder W16W black,MX_ASMRF,15,ASSEMBLY
2380A945221B,Bulbholder W16W grey,MX_ASMRF,15,ASSEMBLY
23F03629070C,PARAT ECE SX FP VW 372 MEXICO,MX_ASMRF,15,ASSEMBLY
23F03629071C,PARAT SAE SX FP VW 372 MEXICO,MX_ASMRF,15,ASSEMBLY
23F03630070C,PARAT ECE DX FP VW 372 MEXICO,MX_ASMRF,15,ASSEMBLY
23F03630071C,PARAT SAE DX FP VW 372 MEXICO,MX_ASMRF,15,ASSEMBLY
23F03631080C,PARAT ECE  SX FP VW 372 MEXICO-T2,MX_ASMRF,15,ASSEMBLY
23F03631180C,GUARNIZ LH FP VW 372 -MEXICO-T2 REFACC,MX_ASMRF,15,ASSEMBLY
23F03632080C,PARAT ECE DX FP VW 372 MEXICO-T2,MX_ASMRF,15,ASSEMBLY
23F03632180C,GASKET RH TL VW372 MEXICO T2,MX_ASMRF,15,ASSEMBLY
23F03667200A,3CN.945.191   EPDM GASKET VW416 T1 REF,MX_ASMRF,15,ASSEMBLY
23F03670051A,WATER BEZEL RH T LIGHT VW416 HIGH T2 REF,MX_ASMRF,15,ASSEMBLY
23F03671073B,WATER BEZEL LH T LIGHT VW416 T1 SAE REF,MX_ASMRF,15,ASSEMBLY
23F03671074B,WATER BEZEL LH T LIGHT W416 T1 ECE REF,MX_ASMRF,15,ASSEMBLY
23F03672073B,WATER BEZEL RH T LIGHT VW416 T1 SAE REF,MX_ASMRF,15,ASSEMBLY
23F03672074B,WATER BEZEL RH T LIGHT W416 T1 ECE REF,MX_ASMRF,15,ASSEMBLY
23F03673052A,WATER BEZEL LH T LIGHT VW416 T2 ECE REF,MX_ASMRF,15,ASSEMBLY
23F03673053A,WATER BEZEL LH T LIGHT VW416 T2 SAE REF,MX_ASMRF,15,ASSEMBLY
23F03674052A,WATER BEZEL RH TL VW416 T2 ECE / SAE REF,MX_ASMRF,15,ASSEMBLY
23F03790140B,3CM.945.395 GASKET TL VW416 COUPE T2,MX_ASMRF,12,ASSEMBLY
23F03791140B,3CM.945.396 GASKET TL VW416 COUPE T2,MX_ASMRF,12,ASSEMBLY
23F2218650-1,33303-TBA-A02 SOCKET W3W REFACCION,MX_ASMRF,15,ASSEMBLY
230F03629110,GASKET ADHESIVE LH T1 VW372 REFACCION,MX_ASMRF,15,ASSEMBLY
230F03629211,5GM.945.257A BULB HOLD ECE (WY21W) T1 LH,MX_ASMRF,15,ASSEMBLY
230F03629221,5GM.945.257B BULB HOLD SAE (WY21W) T1 LH,MX_ASMRF,15,ASSEMBLY
230F03630110,GASKET ADHESIVE RH T1 VW372 REFACCION,MX_ASMRF,15,ASSEMBLY
230F03630211,5GM.945.258A BULB HOLD ECE (WY21W) T1 RH,MX_ASMRF,15,ASSEMBLY
230F03630221,5GM.945.258B BULB HOLD SAE (WY21W) T1 RH,MX_ASMRF,15,ASSEMBLY
230F03631200,5GM.945.259A BULB HOLDER ASSY LH-T2 SAE,MX_ASMRF,15,ASSEMBLY
230F03631211,5GM.945.259C BULB HOLDER ASSY LH-T2 ECE,MX_ASMRF,15,ASSEMBLY
230F03632200,5GM.945.260A BULB HOLDER ASSY RH T2,MX_ASMRF,15,ASSEMBLY
230F03632211,BULB HOLD. ASSEMBLY  RH-T2 REFAC,MX_ASMRF,15,ASSEMBLY
230F03661155,265515NA0A HARNESS W/GROMMET RL P71A T1,MX_ASMRF,15,ASSEMBLY
230F03667260,B.HOLD WO/BULBS LH VW416 HIGH T1 REF,MX_ASMRF,15,ASSEMBLY
230F03668260,B.HOLD WO/BULBS RH VW416 HIGH T1 REF,MX_ASMRF,15,ASSEMBLY
230F03669170,EPDM GASKET VW416 T2 REF,MX_ASMRF,15,ASSEMBLY
230F03669220,B.HOLD ASSY W/BULBS LH VW416 HIGH T2 REF,MX_ASMRF,15,ASSEMBLY
230F03670220,B.HOLD ASSY W/BULBS RH VW416 HIGH T2 REF,MX_ASMRF,15,ASSEMBLY
230F03671250,BULBHOLD ASSY W/BULBS VW416 LH LOW T1 R,MX_ASMRF,15,ASSEMBLY
230F03671251,B.HOLD ASSY W/BULBS LH W416 LOW T1 ECE R,MX_ASMRF,15,ASSEMBLY
230F03672250,BULBHOLD ASSY W/BULBS RH VW416 LOW T1 R,MX_ASMRF,15,ASSEMBLY
230F03672251,B.HOLD ASSY W/BULBS RH W416 LOW T1 ECE R,MX_ASMRF,15,ASSEMBLY
230F03673210,B.HOLDER ASSY W/BULBS LH VW416 LOW T2SAE,MX_ASMRF,15,ASSEMBLY
230F03673211,B.HOLD ASSY W/BULBS LH VW416 LOW T2ECE R,MX_ASMRF,15,ASSEMBLY
230F03674210,B.HOLDER ASSY W/BULBS RH VW416 LOW T2SAE,MX_ASMRF,15,ASSEMBLY
230F03674211,B.HOLD ASSY W/BULBS RH VW416 LOW T2ECE R,MX_ASMRF,15,ASSEMBLY
230F03757080,561-945-197-D GASKET VW411 T2 SPARE PART,MX_ASMRF,15,ASSEMBLY
230F03785140,3CN-945-191-A GASKET EPDM TL VW416 FL T1,MX_ASMRF,15,ASSEMBLY
230F03787140,3CN-945-197-A - GASKET TL VW416 FL T2,MX_ASMRF,15,ASSEMBLY
